,year,age_group,myopia_rate_urban,myopia_rate_rural,myopia_rate
35,2006,4,0.7289028967722996,0.4669257886691179,0.6074751495077038
36,2007,1,0.22375600532343667,0.1905640965866599,0.20487716646620555
37,2007,2,0.3978987919152128,0.299052365659527,0.34234395933008577
38,2007,3,0.613743344960892,0.5877580922602729,0.5991388072133063
39,2007,4,0.7572223274373294,0.5582080540795834,0.6649781803730994
40,2008,1,0.22192430927242868,0.16248296711207505,0.18811536116395577
41,2008,2,0.42837666941897085,0.27062131207618206,0.3397131456218079
42,2008,3,0.6150016614551501,0.5685014785045628,0.5888670810069363
43,2008,4,0.7580267704088206,0.4733679850202407,0.6260859481779049
44,2009,1,0.22863852264679066,0.19020644016097335,0.2067791864467714
45,2009,2,0.43301567692966086,0.3148430054169083,0.3665988803825976
46,2009,3,0.6248542787779665,0.5639987140514593,0.5906515176026732
47,2009,4,0.7697006380542587,0.565682479240211,0.6751371641491146
48,2010,1,0.35137816636209623,0.3120301445211428,0.3289978636932384
49,2010,2,0.5674836247321481,0.48808557534394076,0.5228593979549683
50,2010,3,0.7258082403617299,0.6759594878173446,0.6977916573947615
51,2010,4,0.8116255828145715,0.7074086536284114,0.7633204960475052
52,2011,1,0.2553187723044295,0.22209300242696148,0.2364206739636989
53,2011,2,0.5029755276329215,0.3828938589143137,0.43548581399422326
54,2011,3,0.662005980189718,0.6411204225434749,0.6502676331150071
55,2011,4,0.7947157915206043,0.6396442099036508,0.7228393098049262
56,2012,1,0.2369389484084454,0.18645630148935982,0.20822551213607085
57,2012,2,0.5168130248732227,0.3664570338712776,0.43230818008827077
58,2012,3,0.66834184816614,0.6121504077584963,0.6367604730692915
59,2012,4,0.813830402463516,0.6778199782852415,0.7507888660023789
60,2013,1,0.23558849519708877,0.25618392703518483,0.2473027307943833
61,2013,2,0.47983986502461967,0.46637660146887344,0.47227308308599697
62,2013,3,0.6452106959721747,0.6644650051774299,0.6560322295870907
63,2013,4,0.7963034924235006,0.7083293766704748,0.7555270338587419
64,2014,1,0.336663518720952,0.3025532690478308,0.3172623474275017
65,2014,2,0.5764963318416394,0.44924376951080613,0.5049763481243603
66,2014,3,0.7250811243836395,0.6684810113345039,0.6932700622759377
67,2014,4,0.7915384035442715,0.6902457656006464,0.7445887409228398
68,2015,1,0.24151748760073766,0.20463473750633665,0.22053937811129407
69,2015,2,0.5069493204917682,0.4377013010844004,0.4680297330999412
70,2015,3,0.6696862770535854,0.6505762058615853,0.6589458097855505
71,2015,4,0.8006633580691925,0.699484283639823,0.7537663327251449
72,2016,1,0.28288274163817956,0.19518542366514682,0.24915685347360467
73,2016,2,0.5584213721811679,0.48049863293019784,0.5259772142954708
74,2016,3,0.7042112579790869,0.6229529631409608,0.6703782976315351
75,2016,4,0.8074196502409359,0.7279990046287789,0.7861005616801595
76,2017,1,0.2512209837506122,0.18237829885756424,0.22474604990638722
77,2017,2,0.4428237633630529,0.3968999544862126,0.4237027812179824
78,2017,3,0.6858792150061799,0.6444150089221292,0.6686150471685576
79,2017,4,0.8007459078542124,0.726107396341457,0.7807104998728225
80,2018,1,0.22298795547718536,0.1742843001951261,0.2042579182398569
81,2018,2,0.5107188918107223,0.4353536066483998,0.47933956358880614
82,2018,3,0.7180883160016613,0.6788656021287781,0.7017574229423351
83,2018,4,0.814660094074296,0.7431587290121262,0.795466798398751
84,2019,1,0.3080832812267507,0.242948499973136,0.2830343014066499
85,2019,2,0.6020649800455611,0.5139824087916581,0.5653906424104885
86,2019,3,0.6115582878196474,0.5589291922494611,0.5896454713237962
87,2019,4,0.8090328521973146,0.7671485110687714,0.7977897305763981
88,2020,1,0.24626778312035844,0.2272837887243607,0.23896708012607512
89,2020,2,0.5459800785627108,0.48379192830429746,0.5200872238581926
90,2020,3,0.7203065124143901,0.6863315422498085,0.7061605865039657
91,2020,4,0.8196295823330091,0.7618744445767689,0.8041262218758555
92,2021,1,0.27502565249478933,0.22531728494528014,0.2559092315646322
93,2021,2,0.5813066054165925,0.496877331862087,0.5461533663530288
94,2021,3,0.7089288356023358,0.6497773408709023,0.6843003323863414
95,2021,4,0.820066792440888,0.750907656181486,0.8015022272785607
96,2022,1,0.2776820360485474,0.23211961016818858,0.26016002607989325
97,2022,2,0.5743740677193004,0.49931690707899695,0.5431230311967898
98,2022,3,0.6811094623080637,0.6354214545694359,0.6620866590698351
99,2022,4,0.8099341850261497,0.7563896709350921,0.7955610931297995
