英文省份,年份,验光方式1非散瞳；2散瞳；3试片,1-3年级城市人数,1-3年级城市近视人数,1-3年级城市患病率,1-3年级农村人数,1-3年级农村近视人数,1-3年级农村患病率,4-6年级城市人数,4-6年级城市近视人数,4-6年级城市患病率,4-6年级农村人数,4-6年级农村近视人数,4-6年级农村患病率,7-9年级城市人数,7-9年级城市近视人数,7-9年级城市近视率,7-9年级农村人数,7-9年级农村近视人数,7-9年级农村近视率,10-12年级城市人数,10-12年级城市近视人数,10-12年级城市近视率,10-12年级农村人数,10-12年级农村近视人数,10-12年级农村近视率
Anhui,2000.0,3.0,900,195,0.2167,899,123,0.1368,900,326,0.36219999999999997,900,198,0.22,900,588,0.6533,900,474,0.5267000000000001,900,737,0.8189,900,683,0.7589
Guangxi,2000.0,3.0,900,73,0.08109999999999999,903,52,0.0576,898,197,0.2194,899,71,0.079,907,454,0.5006,897,213,0.2375,900,700,0.7778,900,611,0.6789000000000001
Sichuan,2000.0,3.0,900,311,0.3456,900,143,0.1589,949,366,0.3857,899,175,0.19469999999999998,900,567,0.63,900,336,0.37329999999999997,1431,1074,0.7505,1257,867,0.6897
Guizhou,2000.0,3.0,899,133,0.1479,900,75,0.0833,900,193,0.2144,897,66,0.0736,890,424,0.4764,905,154,0.1702,894,584,0.6531999999999999,907,287,0.3164
Yunnan,2000.0,3.0,625,102,0.1632,614,50,0.0814,631,220,0.34869999999999995,620,101,0.1629,631,427,0.6767,625,312,0.49920000000000003,622,533,0.8569,623,417,0.6693000000000001
Gansu,2000.0,3.0,1055,277,0.2626,995,125,0.12560000000000002,968,354,0.3657,898,165,0.1837,1101,699,0.6349,945,262,0.2772,1040,872,0.8384999999999999,1023,616,0.6022
Qinghai,2000.0,3.0,306,29,0.09480000000000001,295,11,0.0373,304,95,0.3125,300,21,0.07,297,163,0.5488000000000001,298,59,0.198,301,253,0.8405,300,155,0.5167
Anhui,2005.0,3.0,900,185,0.20559999999999998,900,145,0.1611,900,301,0.3344,900,204,0.2267,899,587,0.6529,898,397,0.4421,899,752,0.8365,901,651,0.7225
Guangxi,2005.0,3.0,900,255,0.2833,899,130,0.1446,900,355,0.3944,900,177,0.1967,899,526,0.5851,900,347,0.3856,900,670,0.7444,900,640,0.7111
Sichuan,2005.0,3.0,1052,483,0.45909999999999995,1116,141,0.1263,1062,699,0.6581999999999999,1101,285,0.2589,1058,813,0.7684000000000001,1104,515,0.46649999999999997,1223,1033,0.8445999999999999,1270,966,0.7606
Guizhou,2005.0,3.0,899,224,0.2492,900,105,0.1167,899,310,0.3448,933,102,0.1093,899,454,0.505,954,153,0.1604,900,492,0.5467,900,371,0.4122
Yunnan,2005.0,3.0,980,231,0.2357,987,176,0.1783,976,436,0.44670000000000004,949,311,0.32770000000000005,979,707,0.7222,928,465,0.5011,974,788,0.809,985,765,0.7766
Gansu,2005.0,3.0,957,386,0.4033,1121,306,0.273,1006,588,0.5845,1178,448,0.3803,1046,779,0.7447,1039,474,0.4562,1057,949,0.8978,1079,727,0.6738
Qinghai,2005.0,3.0,933,192,0.20579999999999998,919,53,0.057699999999999994,910,279,0.3066,947,147,0.1552,916,590,0.6441,916,276,0.3013,922,592,0.6420999999999999,926,527,0.5690999999999999
Anhui,2010.0,3.0,900,371,0.4122,900,257,0.28559999999999997,900,512,0.5689,900,341,0.3789,900,707,0.7856000000000001,900,485,0.5389,900,782,0.8689,900,653,0.7256
Guangxi,2010.0,3.0,895,300,0.33520000000000005,881,194,0.2202,892,508,0.5695,896,280,0.3125,892,589,0.6603,882,444,0.5034000000000001,892,676,0.7578,870,626,0.7195
Sichuan,2010.0,3.0,890,358,0.4022,900,287,0.3189,900,555,0.6167,900,303,0.3367,900,691,0.7678,900,499,0.5544,848,713,0.8408,900,657,0.73
Guizhou,2010.0,3.0,895,398,0.4447,898,223,0.2483,898,460,0.5122,900,253,0.2811,899,629,0.6997,899,313,0.3482,898,665,0.7404999999999999,896,463,0.5167
Yunnan,2010.0,3.0,900,257,0.28559999999999997,900,211,0.23440000000000003,900,453,0.5033,900,351,0.39,900,680,0.7556,900,531,0.59,895,790,0.8826999999999999,900,678,0.7533
Gansu,2010.0,3.0,900,381,0.4233,900,195,0.2167,900,577,0.6411,900,359,0.39890000000000003,900,653,0.7256,900,461,0.5122,900,747,0.83,900,689,0.7656000000000001
Qinghai,2010.0,3.0,899,360,0.4004,899,189,0.2102,900,515,0.5722,900,251,0.2789,899,681,0.7575,900,410,0.4556,897,788,0.8785,872,598,0.6858
Anhui,2014.0,3.0,899,396,0.44049999999999995,900,262,0.29109999999999997,899,569,0.6329,899,482,0.5362,900,700,0.7778,900,620,0.6889,900,793,0.8811,900,708,0.7867000000000001
Guangxi,2014.0,3.0,838,251,0.2995,862,229,0.2657,869,336,0.38670000000000004,868,305,0.3514,876,437,0.4989,884,448,0.5068,852,419,0.4918,856,489,0.5713
Sichuan,2014.0,3.0,900,287,0.3189,900,176,0.1956,900,501,0.5567,900,375,0.4167,900,705,0.7833,900,571,0.6344,900,766,0.8511,900,653,0.7256
Guizhou,2014.0,3.0,899,311,0.34590000000000004,899,171,0.1902,900,442,0.4911,900,221,0.24559999999999998,900,602,0.6689,899,330,0.3671,900,662,0.7356,900,562,0.6244
Yunnan,2014.0,3.0,900,302,0.3356,900,329,0.36560000000000004,900,556,0.6178,900,513,0.57,900,703,0.7811,900,668,0.7422,900,807,0.8967,900,748,0.8311
Gansu,2014.0,3.0,899,424,0.47159999999999996,900,284,0.3156,900,658,0.7311,899,448,0.49829999999999997,900,749,0.8321999999999999,900,603,0.67,900,812,0.9022,900,744,0.8267
Qinghai,2014.0,3.0,900,310,0.3444,900,103,0.1144,900,488,0.5422,900,159,0.17670000000000002,900,628,0.6978,900,443,0.49219999999999997,900,731,0.8122,900,604,0.6711
Beijing,2019.0,3.0,980,303,0.30920000000000003,991,263 ,0.26539999999999997,979,629,0.6425,983,578 ,0.588,979,629,0.6425,983,578 ,0.588,778,699,0.8985,683,567 ,0.8301999999999999
Tianjin,2019.0,3.0,946,277,0.2928,968,287 ,0.2965,946,578,0.611,982,554 ,0.5642,946,578,0.611,982,554 ,0.5642,914,776,0.8490000000000001,832,735 ,0.8834000000000001
Liaoning,2019.0,3.0,869 ,236,0.2716,803 ,117 ,0.1457,853 ,468,0.5487,851 ,353,0.41479999999999995,853 ,468,0.5487,851 ,353,0.41479999999999995,797 ,690,0.8656999999999999,824 ,652,0.7913
Shanghai,2019.0,3.0,900 ,328,0.3644,900,252 ,0.28,870 ,586,0.6736,899,566,0.6296,870 ,586,0.6736,899,566,0.6296,886 ,777,0.877,919,819,0.8912
Jiangsu,2019.0,3.0,863 ,269,0.31170000000000003,896,231 ,0.25780000000000003,837 ,563,0.6726000000000001,898,588,0.6548,837 ,563,0.6726000000000001,898,588,0.6548,1048 ,858,0.8187000000000001,1018,809,0.7947
Zhejiang,2019.0,3.0,893 ,305,0.34149999999999997,807,248 ,0.3073,877 ,600,0.6842,934,645,0.6906,877 ,600,0.6842,934,645,0.6906,1050 ,965,0.919,1006,940,0.9344
Shandong,2019.0,3.0,943 ,366,0.3881,941,341 ,0.3624,938 ,671,0.7154,963,687,0.7134,938 ,671,0.7154,963,687,0.7134,1057 ,918,0.8684999999999999,1083,978,0.903
Guangdong,2019.0,3.0,978 ,233,0.2382,956,218 ,0.228,957 ,515,0.5381,949,412,0.4341,957 ,515,0.5381,949,412,0.4341,931 ,771,0.8281000000000001,946,738,0.7801
Inner Mongolia,2019.0,3.0,933,320,0.34299999999999997,951,255 ,0.2681,945,630,0.6667000000000001,974,522,0.5359,945,630,0.6667000000000001,974,522,0.5359,929,830,0.8934000000000001,879,709,0.8066
Jilin,2019.0,3.0,925 ,327,0.35350000000000004,721 ,201 ,0.2788,925 ,556,0.6011,644 ,262,0.4068,925 ,556,0.6011,644 ,262,0.4068,633 ,364,0.575,440 ,240,0.5455
Heilongjiang,2019.0,3.0,946 ,290,0.3066,583,188 ,0.3225,927 ,577,0.6224000000000001,603,317,0.5257000000000001,927 ,577,0.6224000000000001,603,317,0.5257000000000001,828 ,719,0.8684000000000001,530,414,0.7811
Fujian,2019.0,3.0,958 ,319,0.33299999999999996,946,249 ,0.2632,924 ,607,0.6568999999999999,930,434,0.4667,924 ,607,0.6568999999999999,930,434,0.4667,906 ,805,0.8885,903,762,0.8439
Hubei,2019.0,3.0,942 ,236,0.2505,978,248 ,0.2536,888 ,479,0.5394,810,462,0.5704,888 ,479,0.5394,810,462,0.5704,765 ,662,0.8654000000000001,788,636,0.8070999999999999
Chongqing,2019.0,3.0,718 ,214,0.2981,771,130 ,0.1686,790 ,449,0.5684,876,409,0.4669,790 ,449,0.5684,876,409,0.4669,785 ,634,0.8076000000000001,891,722,0.8103
Shaanxi,2019.0,3.0,1003 ,316,0.3151,979,185 ,0.18899999999999997,1000 ,637,0.637,987,501,0.5075999999999999,1000 ,637,0.637,987,501,0.5075999999999999,954 ,827,0.8669,977,793,0.8117
Hebei,2019.0,3.0,935,271,0.2898,882,292 ,0.3311,793,448,0.5649000000000001,830,512 ,0.6169,793,448,0.5649000000000001,830,512 ,0.6169,871,712,0.8175,874,735 ,0.841
Shanxi,2019.0,3.0,899,251,0.2792,904,190 ,0.2102,890,536,0.6022,905,432 ,0.47729999999999995,890,536,0.6022,905,432 ,0.47729999999999995,864,734,0.8495,891,753 ,0.8451000000000001
Jiangxi,2019.0,3.0,875 ,189,0.21600000000000003,882,111 ,0.1259,830 ,452,0.5446,894,371,0.415,830 ,452,0.5446,894,371,0.415,610 ,511,0.8377,910,741,0.8143
Henan,2019.0,3.0,625 ,212,0.3392,956,320 ,0.3347,614 ,362,0.5896,959,538,0.561,614 ,362,0.5896,959,538,0.561,870 ,714,0.8207,768,684,0.8906000000000001
Hunan,2019.0,3.0,945 ,221,0.2339,915,203 ,0.22190000000000001,946 ,435,0.4598,892,417,0.4675,946 ,435,0.4598,892,417,0.4675,927 ,724,0.7809999999999999,902,753,0.8348
Hainan,2019.0,3.0,905 ,222,0.24530000000000002,922,230 ,0.2495,907 ,448,0.4939,901,427,0.4739,907 ,448,0.4939,901,427,0.4739,875 ,655,0.7486,852,613,0.7195
Ningxia,2019.0,3.0,859 ,277,0.3225,720,220 ,0.3056,830 ,546,0.6578,697,365,0.5236999999999999,830 ,546,0.6578,697,365,0.5236999999999999,668 ,536,0.8024,518,439,0.8475
Xinjiang,2019.0,3.0,886 ,223,0.25170000000000003,812,146 ,0.17980000000000002,892 ,458,0.5135000000000001,899,315,0.3504,892 ,458,0.5135000000000001,899,315,0.3504,926 ,787,0.8499,777,654,0.8417
Anhui,2019.0,3.0,966 ,287,0.29710000000000003,953,190 ,0.19940000000000002,940 ,606,0.6446999999999999,951,473,0.4974,940 ,606,0.6446999999999999,951,473,0.4974,927 ,825,0.89,964,781,0.8101999999999999
Guangxi,2019.0,3.0,896 ,230,0.25670000000000004,839,171 ,0.20379999999999998,890 ,522,0.5865,891,353,0.3962,890 ,522,0.5865,891,353,0.3962,760 ,626,0.8237000000000001,897,757,0.8439
Sichuan,2019.0,3.0,924 ,270,0.2922,976,225 ,0.2305,988 ,628,0.6356,918,507,0.5523,988 ,628,0.6356,918,507,0.5523,855 ,744,0.8702,859,735,0.8556
Guizhou,2019.0,3.0,896 ,201,0.2243,851,173 ,0.20329999999999998,896 ,433,0.4833,898,336,0.37420000000000003,896 ,433,0.4833,898,336,0.37420000000000003,899 ,658,0.7319,889,673,0.757
Yunnan,2019.0,3.0,995 ,267,0.2683,1005,227 ,0.2259,1008 ,631,0.626,1004,565,0.5627,1008 ,631,0.626,1004,565,0.5627,999 ,915,0.9159,990,798,0.8061
Gansu,2019.0,3.0,678 ,221,0.326,922,190 ,0.2061,897 ,545,0.6076,883,449,0.5085000000000001,897 ,545,0.6076,883,449,0.5085000000000001,875 ,809,0.9246,900,740,0.8222
Qinghai,,,914 ,264,0.2888,618,124 ,0.2006,915 ,532,0.5814,597,221,0.37020000000000003,915 ,532,0.5814,597,221,0.37020000000000003,471 ,412,0.8747,615,457,0.7431
